symbol,sector,signalDate,entryDate,exitDate,holdingDays,entryPrice,grossReturnPct,netReturnPct,maePct,mfePct,win,finalReason,nExits
SHRIRAMFIN,NBFC / Financial Services,2025-06-20,2025-06-23,2025-06-30,7,662.13,6.701,6.601,-2.09,7.83,1,time-stop,1
TATACONSUM,FMCG / Consumer,2025-06-20,2025-06-23,2025-06-30,7,1090.54,0.716,0.616,-0.05,5.45,1,time-stop,1
UNIONBANK,Banks,2025-06-20,2025-06-23,2025-07-01,8,141.57,9.171,9.071,-0.05,9.77,1,time-stop,2
ADANIPORTS,Aviation / Logistics,2025-06-23,2025-06-24,2025-06-25,1,1395.8,0.429,0.329,-0.77,1.64,1,stop-loss,2
BAJAJFINSV,NBFC / Financial Services,2025-06-23,2025-06-24,2025-07-01,7,2020.01,1.622,1.522,-1.03,2.4,1,time-stop,1
BAJFINANCE,NBFC / Financial Services,2025-06-23,2025-06-24,2025-07-01,7,920.46,1.708,1.608,-0.65,4.24,1,time-stop,1
BERGEPAINT,Paints,2025-06-23,2025-06-24,2025-07-01,7,560.73,5.889,5.789,-2.09,6.65,1,time-stop,1
BPCL,Oil & Gas / Energy,2025-06-23,2025-06-24,2025-07-01,7,325.66,1.911,1.811,-2.78,3.7,1,time-stop,1
DALBHARAT,Cement,2025-06-23,2025-06-24,2025-07-01,7,2080.04,4.901,4.801,-0.69,6.97,1,time-stop,2
HINDPETRO,Oil & Gas / Energy,2025-06-23,2025-06-24,2025-07-01,7,412.71,4.995,4.895,-2.13,7.39,1,time-stop,2
ICICIBANK,Banks,2025-06-23,2025-06-24,2025-06-25,1,1428.41,-0.233,-0.333,-0.92,0.52,0,thesis-break,1
MAZDOCK,Defence / Aerospace,2025-06-23,2025-06-24,2025-06-25,1,3360.68,-5.046,-5.146,-5.64,0.25,0,thesis-break,1
MRF,Auto Ancillary,2025-06-23,2025-06-24,2025-06-27,3,136568.25,5.088,4.988,-0.54,6.69,1,target2,2
PAYTM,New-Age Platforms,2025-06-23,2025-06-24,2025-07-01,7,895.25,3.858,3.758,-0.98,4.65,1,time-stop,1
PNB,Banks,2025-06-23,2025-06-24,2025-07-02,8,105.13,7.023,6.923,-0.22,8.6,1,time-stop,2
TATAPOWER,Power / Utilities,2025-06-23,2025-06-24,2025-07-01,7,395.2,2.821,2.721,-0.09,4.12,1,time-stop,1
TATASTEEL,Metals / Mining,2025-06-23,2025-06-24,2025-06-27,3,153.88,4.01,3.91,-0.16,6.12,1,target2,2
TITAN,Consumer Durables / Retail,2025-06-23,2025-06-24,2025-07-01,7,3524.86,4.924,4.824,-0.53,5.72,1,time-stop,2
CIPLA,Pharma / Healthcare,2025-06-24,2025-06-25,2025-07-02,7,1510.65,-0.913,-1.013,-1.23,0.95,0,time-stop,1
JINDALSTEL,Metals / Mining,2025-06-24,2025-06-25,2025-07-02,7,930.92,4.006,3.906,-1.75,5.26,1,time-stop,1
MARICO,FMCG / Consumer,2025-06-24,2025-06-25,2025-07-02,7,709.25,0.394,0.294,-0.8,3.73,1,time-stop,1
NESTLEIND,FMCG / Consumer,2025-06-24,2025-06-25,2025-07-02,7,1186.59,0.574,0.474,-0.05,4.32,1,time-stop,1
NHPC,Power / Utilities,2025-06-24,2025-06-25,2025-06-26,1,85.92,-0.678,-0.778,-2.34,0.27,0,thesis-break,1
PIDILITIND,Chemicals / Fertilizers,2025-06-24,2025-06-25,2025-07-02,7,1504.25,2.212,2.112,-1.3,2.5,1,time-stop,1
BANKBARODA,Banks,2025-06-25,2025-06-26,2025-07-03,7,239.67,1.055,0.955,-1.9,4.18,1,time-stop,1
CANBK,Banks,2025-06-25,2025-06-26,2025-07-03,7,111.01,2.786,2.686,-2.08,4.5,1,time-stop,1
DIVISLAB,Pharma / Healthcare,2025-06-25,2025-06-26,2025-07-04,8,6592.29,4.568,4.468,-0.81,5.35,1,time-stop,2
SAIL,Metals / Mining,2025-06-25,2025-06-26,2025-07-03,7,128.96,6.305,6.205,-0.34,8.55,1,time-stop,2
SBICARD,NBFC / Financial Services,2025-06-25,2025-06-26,2025-07-01,5,969.13,-3.776,-3.876,-4.96,4.73,0,stop-loss,1
SBIN,Banks,2025-06-25,2025-06-26,2025-07-03,7,802.4,0.535,0.435,-1.37,2.8,1,time-stop,1
UNIONBANK,Banks,2025-06-25,2025-06-26,2025-07-03,7,145.87,3.869,3.769,-1.1,6.88,1,time-stop,1
SIEMENS,Infra / Capital Goods,2025-06-26,2025-06-27,2025-07-04,7,3185.59,4.192,4.092,-0.65,6.07,1,time-stop,2
BDL,Defence / Aerospace,2025-06-27,2025-06-30,2025-07-07,7,1899.95,2.23,2.13,-0.86,5.98,1,time-stop,1
HAL,Defence / Aerospace,2025-06-27,2025-06-30,2025-07-01,1,4912.45,-0.055,-0.155,-1.37,0.87,0,thesis-break,1
MAZDOCK,Defence / Aerospace,2025-06-30,2025-07-01,2025-07-08,7,3271.63,0.554,0.454,-0.97,2.98,1,time-stop,1
NHPC,Power / Utilities,2025-06-30,2025-07-01,2025-07-02,1,86.14,-1.709,-1.809,-2.47,0.19,0,thesis-break,1
POLICYBZR,New-Age Platforms,2025-07-01,2025-07-02,2025-07-03,1,1820.91,-0.704,-0.804,-1.64,2.42,0,thesis-break,1
HAL,Defence / Aerospace,2025-07-02,2025-07-03,2025-07-10,7,4883.44,0.608,0.508,-0.05,3.72,1,time-stop,1
LODHA,Realty,2025-07-02,2025-07-03,2025-07-04,1,1399.7,-2.92,-3.02,-3.24,0.47,0,stop-loss,1
CIPLA,Pharma / Healthcare,2025-07-03,2025-07-04,2025-07-08,4,1509.15,-1.431,-1.531,-2.12,0.79,0,thesis-break,1
COCHINSHIP,Defence / Aerospace,2025-07-03,2025-07-04,2025-07-04,0,2032.02,1.152,1.052,-0.05,2.06,1,target2,2
DRREDDY,Pharma / Healthcare,2025-07-03,2025-07-04,2025-07-09,5,1303.65,-2.676,-2.776,-2.82,0.75,0,thesis-break,1
BAJFINANCE,NBFC / Financial Services,2025-07-04,2025-07-07,2025-07-14,7,925.46,-0.764,-0.864,-1.53,2.84,0,time-stop,1
CGPOWER,Infra / Capital Goods,2025-07-04,2025-07-07,2025-07-09,2,676.94,-0.772,-0.872,-1.76,0.75,0,thesis-break,1
DLF,Realty,2025-07-04,2025-07-07,2025-07-10,3,836.02,-0.584,-0.684,-1.58,1.01,0,thesis-break,1
PRESTIGE,Realty,2025-07-04,2025-07-07,2025-07-14,7,1619.81,5.045,4.945,-1.14,7.11,1,target2,2
MAZDOCK,Defence / Aerospace,2025-07-07,2025-07-08,2025-07-11,3,3265.63,-2.839,-2.939,-3.54,1.85,0,thesis-break,1
NESTLEIND,FMCG / Consumer,2025-07-07,2025-07-08,2025-07-11,3,1211.66,-0.867,-0.967,-1.08,0.56,0,thesis-break,1
POLICYBZR,New-Age Platforms,2025-07-07,2025-07-08,2025-07-11,3,1825.91,-1.808,-1.908,-2.73,2.69,0,thesis-break,1
TATACONSUM,FMCG / Consumer,2025-07-07,2025-07-08,2025-07-09,1,1108.55,-1.01,-1.11,-1.53,0,0,thesis-break,1
BAJAJFINSV,NBFC / Financial Services,2025-07-08,2025-07-09,2025-07-16,7,2014.01,1.041,0.941,-1.24,1.74,1,time-stop,1
BAJFINANCE,NBFC / Financial Services,2025-07-08,2025-07-09,2025-07-15,6,926.96,0.105,0.005,-1.69,2.67,1,thesis-break,1
CGPOWER,Infra / Capital Goods,2025-07-08,2025-07-09,2025-07-14,5,676.14,-0.248,-0.348,-1.47,0.79,0,thesis-break,1
COCHINSHIP,Defence / Aerospace,2025-07-08,2025-07-09,2025-07-10,1,2023.01,-0.312,-0.412,-0.79,2.03,0,thesis-break,1
LT,Infra / Capital Goods,2025-07-08,2025-07-09,2025-07-10,1,3606.8,-0.94,-1.04,-1.07,0,0,thesis-break,1
MAZDOCK,Defence / Aerospace,2025-07-08,2025-07-09,2025-07-11,2,3295.65,-3.724,-3.824,-4.42,0.92,0,thesis-break,1
NESTLEIND,FMCG / Consumer,2025-07-08,2025-07-09,2025-07-11,2,1210.61,-0.781,-0.881,-1,0.65,0,thesis-break,1
LODHA,Realty,2025-07-09,2025-07-10,2025-07-17,7,1386.69,3.821,3.721,-0.27,4.93,1,time-stop,1
PRESTIGE,Realty,2025-07-09,2025-07-10,2025-07-18,8,1664.13,7.441,7.341,-0.79,8.78,1,time-stop,2
SBICARD,NBFC / Financial Services,2025-07-09,2025-07-10,2025-07-11,1,934.97,-2.351,-2.451,-2.67,0.43,0,thesis-break,1
BANDHANBNK,Banks,2025-07-10,2025-07-11,2025-07-14,3,178.33,-1.838,-1.938,-2.21,0.77,0,thesis-break,1
DLF,Realty,2025-07-10,2025-07-11,2025-07-11,0,828.41,-1.025,-1.125,-2.07,0.46,0,stop-loss,1
OBEROIRLTY,Realty,2025-07-10,2025-07-11,2025-07-14,3,1845.92,-2.289,-2.389,-2.67,0.44,0,stop-loss,1
POLICYBZR,New-Age Platforms,2025-07-10,2025-07-11,2025-07-14,3,1825.01,0.289,0.189,-2.85,0.65,1,thesis-break,1
MARUTI,Auto,2025-07-11,2025-07-14,2025-07-15,1,12596.3,-0.528,-0.628,-1.31,0.16,0,thesis-break,1
BANKBARODA,Banks,2025-07-14,2025-07-15,2025-07-22,7,241.22,-0.771,-0.871,-0.99,3.88,0,time-stop,1
CGPOWER,Infra / Capital Goods,2025-07-14,2025-07-15,2025-07-22,7,674.34,1.352,1.252,-1.55,3.14,1,time-stop,1
LICHSGFIN,NBFC / Financial Services,2025-07-14,2025-07-15,2025-07-22,7,610.25,2.772,2.672,-0.29,5.94,1,time-stop,2
LODHA,Realty,2025-07-14,2025-07-15,2025-07-22,7,1427.41,0.993,0.893,-0.78,2.39,1,time-stop,1
OIL,Oil & Gas / Energy,2025-07-14,2025-07-15,2025-07-22,7,443.22,1.783,1.683,-0.65,2.66,1,time-stop,1
TATAPOWER,Power / Utilities,2025-07-14,2025-07-15,2025-07-22,7,402.8,-0.956,-1.056,-1.94,3.46,0,time-stop,1
UNIONBANK,Banks,2025-07-14,2025-07-15,2025-07-18,3,147.08,-0.471,-0.571,-1.52,1.71,0,thesis-break,1
BAJAJFINSV,NBFC / Financial Services,2025-07-15,2025-07-16,2025-07-23,7,2041.12,0.899,0.799,-1.66,1.08,1,time-stop,1
BANDHANBNK,Banks,2025-07-15,2025-07-16,2025-07-23,7,179.59,0.974,0.874,-0.61,4.77,1,time-stop,1
DLF,Realty,2025-07-15,2025-07-16,2025-07-23,7,835.17,0.761,0.661,-0.82,2.55,1,time-stop,1
ICICIBANK,Banks,2025-07-15,2025-07-16,2025-07-17,1,1426.71,-1.195,-1.295,-1.21,0.17,0,stop-loss,1
INDUSTOWER,Telecom,2025-07-15,2025-07-16,2025-07-17,1,408.2,-0.527,-0.627,-1.31,0.18,0,thesis-break,1
LICI,Insurance,2025-07-15,2025-07-16,2025-07-17,1,463.98,-0.018,-0.118,-0.3,0.84,0,thesis-break,1
NESTLEIND,FMCG / Consumer,2025-07-15,2025-07-16,2025-07-23,7,1208.6,1.41,1.31,-0.41,3.01,1,time-stop,1
OBEROIRLTY,Realty,2025-07-15,2025-07-16,2025-07-17,1,1823.41,0.788,0.688,-1.27,1.34,1,thesis-break,1
MARUTI,Auto,2025-07-16,2025-07-17,2025-07-18,1,12575.28,-1.292,-1.392,-1.63,0.41,0,thesis-break,1
MOTHERSON,Auto,2025-07-16,2025-07-17,2025-07-21,4,102.74,-1.928,-2.028,-2.76,0.87,0,thesis-break,1
TECHM,IT,2025-07-16,2025-07-17,2025-07-18,1,1584.19,-1.744,-1.844,-2.92,1.24,0,stop-loss,1
VEDL,Metals / Mining,2025-07-16,2025-07-17,2025-07-18,1,167.53,-0.468,-0.568,-0.94,0.48,0,thesis-break,1
HINDALCO,Metals / Mining,2025-07-17,2025-07-18,2025-07-25,7,676.84,2.403,2.303,-0.86,4.07,1,time-stop,1
TATACOMM,Misc Large-Cap,2025-07-17,2025-07-18,2025-07-25,7,1701.15,1.575,1.475,-0.05,6.58,1,time-stop,1
TATASTEEL,Metals / Mining,2025-07-17,2025-07-18,2025-07-25,7,160.18,0.73,0.63,-0.05,3.38,1,time-stop,1
ZYDUSLIFE,Pharma / Healthcare,2025-07-18,2025-07-21,2025-07-22,1,974.49,-1.678,-1.778,-2.35,0.6,0,stop-loss,1
BEL,Defence / Aerospace,2025-07-21,2025-07-22,2025-07-23,1,403.2,-0.794,-0.894,-1.64,0.42,0,thesis-break,1
BHARTIARTL,Telecom,2025-07-21,2025-07-22,2025-07-22,0,1910.15,-1.307,-1.407,-1.42,0.06,0,stop-loss,1
BHEL,Infra / Capital Goods,2025-07-21,2025-07-22,2025-07-23,1,254.78,-1.454,-1.554,-2.76,0.32,0,thesis-break,1
CHOLAFIN,NBFC / Financial Services,2025-07-21,2025-07-22,2025-07-24,2,1585.79,-2.218,-2.318,-2.63,0.13,0,thesis-break,1
COFORGE,IT,2025-07-21,2025-07-22,2025-07-23,1,1878.94,-1.605,-1.705,-2.13,0.24,0,thesis-break,1
ICICIGI,Insurance,2025-07-21,2025-07-22,2025-07-23,1,1960.98,-1.282,-1.382,-1.48,0.71,0,thesis-break,1
IDFCFIRSTB,Banks,2025-07-21,2025-07-22,2025-07-23,1,74.04,-2.547,-2.647,-2.98,0.08,0,stop-loss,1
INDUSTOWER,Telecom,2025-07-21,2025-07-22,2025-07-25,3,404.35,-2.752,-2.852,-3.25,0.79,0,stop-loss,1
LICI,Insurance,2025-07-21,2025-07-22,2025-07-23,1,464.78,-0.863,-0.963,-1.6,0.34,0,thesis-break,1
OBEROIRLTY,Realty,2025-07-21,2025-07-22,2025-07-22,0,1781.89,0.473,0.373,-0.05,2.95,1,stop-loss,1
PERSISTENT,IT,2025-07-21,2025-07-22,2025-07-23,1,5827.91,-3.864,-3.964,-4.47,0.36,0,thesis-break,1
POLICYBZR,New-Age Platforms,2025-07-21,2025-07-22,2025-07-23,1,1815.91,0.214,0.114,-1.5,1.17,1,thesis-break,1
SBILIFE,Insurance,2025-07-21,2025-07-22,2025-07-23,1,1792,0.926,0.826,-0.05,1.48,1,thesis-break,1
BERGEPAINT,Paints,2025-07-22,2025-07-23,2025-07-28,5,568.93,-1.601,-1.701,-2.48,1.97,0,thesis-break,1
HDFCLIFE,Insurance,2025-07-22,2025-07-23,2025-07-24,1,765.38,-1.105,-1.205,-1.23,0.38,0,thesis-break,1
MARUTI,Auto,2025-07-22,2025-07-23,2025-07-28,5,12546.27,-1.693,-1.793,-1.95,1.38,0,thesis-break,1
VEDL,Metals / Mining,2025-07-22,2025-07-23,2025-07-28,5,168.8,-2.957,-3.057,-3.62,1.39,0,thesis-break,1
BRITANNIA,FMCG / Consumer,2025-07-23,2025-07-24,2025-07-25,1,5727.36,-1.974,-2.074,-2.75,0.42,0,stop-loss,1
HINDPETRO,Oil & Gas / Energy,2025-07-23,2025-07-24,2025-07-25,1,435.52,-2.07,-2.17,-3.52,0.34,0,stop-loss,1
JIOFIN,NBFC / Financial Services,2025-07-23,2025-07-24,2025-07-28,4,315.16,-2.029,-2.129,-2.75,1.35,0,stop-loss,1
JSWSTEEL,Metals / Mining,2025-07-23,2025-07-24,2025-07-28,4,1039.52,-1.081,-1.181,-2.13,0.89,0,thesis-break,1
ZYDUSLIFE,Pharma / Healthcare,2025-07-23,2025-07-24,2025-07-31,7,963.43,1.248,1.148,-0.34,3.82,1,stop-loss,2
GRASIM,Cement,2025-07-24,2025-07-25,2025-07-28,3,2736.37,-0.385,-0.485,-1.54,0.66,0,thesis-break,1
UNIONBANK,Banks,2025-07-24,2025-07-25,2025-07-25,0,139.87,0.457,0.357,-2.8,1.42,1,stop-loss,1
PIIND,Chemicals / Fertilizers,2025-07-30,2025-07-31,2025-07-31,0,4242.12,-1.53,-1.63,-1.58,1.72,0,stop-loss,1
HEROMOTOCO,Auto,2025-08-04,2025-08-05,2025-08-12,7,4538.27,2.305,2.205,-2.56,3.83,1,time-stop,1
LICI,Insurance,2025-08-12,2025-08-13,2025-08-13,0,458.23,-3.088,-3.188,-3.85,0.49,0,stop-loss,1
POLICYBZR,New-Age Platforms,2025-08-12,2025-08-13,2025-08-20,7,1836.02,4.62,4.52,-0.59,5.39,1,time-stop,1
APOLLOHOSP,Pharma / Healthcare,2025-08-13,2025-08-14,2025-08-21,7,7833.91,1.131,1.031,-1.08,1.44,1,time-stop,1
HEROMOTOCO,Auto,2025-08-13,2025-08-14,2025-08-21,7,4772.38,6.837,6.737,-1.72,8.23,1,time-stop,2
ULTRACEMCO,Cement,2025-08-18,2025-08-19,2025-08-26,7,12793.39,-1.483,-1.583,-2.45,1.07,0,time-stop,1
ICICIGI,Insurance,2025-08-19,2025-08-20,2025-08-25,5,1953.88,-1.834,-1.934,-2.6,2.26,0,thesis-break,1
MPHASIS,IT,2025-08-19,2025-08-20,2025-08-28,8,2735.47,5.796,5.696,-0.99,8.49,1,time-stop,2
TITAN,Consumer Durables / Retail,2025-08-19,2025-08-20,2025-08-28,8,3561.78,2.08,1.98,-0.27,3.12,1,time-stop,1
BHARTIARTL,Telecom,2025-08-20,2025-08-21,2025-08-28,7,1930.96,-2.631,-2.731,-2.73,0.87,0,time-stop,1
BHARTIARTL,Telecom,2025-08-25,2025-08-26,2025-08-28,2,1923.06,-2.13,-2.23,-2.33,0.14,0,stop-loss,1
TATASTEEL,Metals / Mining,2025-08-25,2025-08-26,2025-08-26,0,159.24,-2.818,-2.918,-2.89,0,0,stop-loss,1
VEDL,Metals / Mining,2025-08-25,2025-08-26,2025-08-26,0,162.87,0.091,-0.009,-2.12,0.04,0,stop-loss,1
POLYCAB,Infra / Capital Goods,2025-09-03,2025-09-04,2025-09-10,6,7253.63,-0.665,-0.765,-1.09,1.8,0,thesis-break,1
DABUR,FMCG / Consumer,2025-09-04,2025-09-05,2025-09-12,7,554.08,-2.797,-2.897,-3.68,0.32,0,time-stop,1
M&M,Auto,2025-09-04,2025-09-05,2025-09-12,7,3512.76,2.145,2.045,-0.89,6.01,1,time-stop,1
MUTHOOTFIN,NBFC / Financial Services,2025-09-04,2025-09-05,2025-09-12,7,2836.42,3.114,3.014,-0.23,4.17,1,time-stop,1
ASHOKLEY,Auto,2025-09-08,2025-09-09,2025-09-16,7,137.61,-2.28,-2.38,-3.89,0.07,0,time-stop,1
DABUR,FMCG / Consumer,2025-09-09,2025-09-10,2025-09-16,6,547.17,-2.145,-2.245,-2.46,0.33,0,thesis-break,1
HDFCLIFE,Insurance,2025-09-10,2025-09-11,2025-09-18,7,778.34,0.754,0.654,-2,1.45,1,time-stop,1
POLICYBZR,New-Age Platforms,2025-09-10,2025-09-11,2025-09-12,1,1834.12,-1.702,-1.802,-2.32,0.18,0,thesis-break,1
GRASIM,Cement,2025-09-11,2025-09-12,2025-09-22,10,2800.4,2.475,2.375,-0.55,3.95,1,time-stop,2
SIEMENS,Infra / Capital Goods,2025-09-11,2025-09-12,2025-09-19,7,3203.6,3.766,3.666,-0.69,5.13,1,time-stop,1
UPL,Chemicals / Fertilizers,2025-09-11,2025-09-12,2025-09-15,3,704.65,-1.617,-1.717,-2.38,0.18,0,thesis-break,1
DELHIVERY,New-Age Platforms,2025-09-12,2025-09-15,2025-09-22,7,465.23,2.673,2.573,-0.69,5.13,1,time-stop,2
HDFCLIFE,Insurance,2025-09-15,2025-09-16,2025-09-17,1,777.24,-1.232,-1.332,-1.86,0.56,0,thesis-break,1
JIOFIN,NBFC / Financial Services,2025-09-15,2025-09-16,2025-09-23,7,315.96,-1.129,-1.229,-1.65,1.79,0,time-stop,1
SBILIFE,Insurance,2025-09-15,2025-09-16,2025-09-17,1,1831.32,-1.541,-1.641,-1.67,0.09,0,thesis-break,1
ULTRACEMCO,Cement,2025-09-15,2025-09-16,2025-09-19,3,12503.25,0.86,0.76,-0.46,2.37,1,stop-loss,2
CIPLA,Pharma / Healthcare,2025-09-16,2025-09-17,2025-09-23,6,1556.78,-1.866,-1.966,-2.52,1.81,0,stop-loss,1
POLICYBZR,New-Age Platforms,2025-09-16,2025-09-17,2025-09-18,1,1823.81,-1.925,-2.025,-3.17,0.44,0,thesis-break,1
UPL,Chemicals / Fertilizers,2025-09-16,2025-09-17,2025-09-19,2,706.35,-2.208,-2.308,-2.5,1,0,thesis-break,1
TORNTPHARM,Pharma / Healthcare,2025-09-17,2025-09-18,2025-09-23,5,3569.58,2.619,2.519,-0.9,3.35,1,target2,2
BOSCHLTD,Auto Ancillary,2025-09-18,2025-09-19,2025-09-22,3,40004.99,-1.137,-1.237,-1.51,0.31,0,thesis-break,1
HINDUNILVR,FMCG / Consumer,2025-09-18,2025-09-19,2025-09-19,0,2601.3,-1.683,-1.783,-1.79,0.13,0,stop-loss,1
ASIANPAINT,Paints,2025-09-19,2025-09-22,2025-09-23,1,2495.35,-1.422,-1.522,-2.7,0.31,0,stop-loss,1
ULTRACEMCO,Cement,2025-09-22,2025-09-23,2025-09-24,1,12656.32,-2.413,-2.513,-3.61,0.33,0,stop-loss,1
ADANIPORTS,Aviation / Logistics,2025-09-25,2025-09-26,2025-09-29,3,1407.9,-1.804,-1.904,-2.15,0.63,0,thesis-break,1
ADANIPOWER,Power / Utilities,2025-09-25,2025-09-26,2025-10-03,7,151.43,-2.723,-2.823,-5.47,1.23,0,time-stop,1
BHARTIARTL,Telecom,2025-09-25,2025-09-26,2025-09-29,3,1932.07,-1.595,-1.695,-1.79,0.65,0,thesis-break,1
BPCL,Oil & Gas / Energy,2025-09-25,2025-09-26,2025-10-03,7,329.96,3.461,3.361,-2.12,5.38,1,time-stop,1
GESHIP,Aviation / Logistics,2025-09-25,2025-09-26,2025-09-29,3,1010.61,-3.378,-3.478,-3.91,0.55,0,stop-loss,1
ADANIENT,Misc Large-Cap,2025-09-26,2025-09-29,2025-10-06,7,2467.31,1.07,0.97,-2.86,2.67,1,time-stop,1
IDEA,Telecom,2025-09-26,2025-09-29,2025-10-06,7,8.06,5.034,4.934,-0.5,11.04,1,time-stop,1
LT,Infra / Capital Goods,2025-09-26,2025-09-29,2025-10-01,2,3739.87,-2.765,-2.865,-3.34,0,0,stop-loss,1
HINDZINC,Metals / Mining,2025-09-30,2025-10-01,2025-10-08,7,485.34,1.013,0.913,-2.11,2.96,1,time-stop,1
LICI,Insurance,2025-10-03,2025-10-06,2025-10-13,7,450.22,-0.403,-0.503,-1.26,2.24,0,time-stop,1
TATAPOWER,Power / Utilities,2025-10-06,2025-10-07,2025-10-08,1,395.7,-2.381,-2.481,-2.89,0.45,0,stop-loss,1
APOLLOHOSP,Pharma / Healthcare,2025-10-07,2025-10-08,2025-10-15,7,7701.35,1.568,1.468,-1.06,1.93,1,time-stop,1
BAJAJ-AUTO,Auto,2025-10-07,2025-10-08,2025-10-09,1,8907.45,-1.143,-1.243,-2.31,0,0,thesis-break,1
BLUESTARCO,Consumer Durables / Retail,2025-10-07,2025-10-08,2025-10-09,1,1920.96,-1.541,-1.641,-3.07,0,0,thesis-break,1
BOSCHLTD,Auto Ancillary,2025-10-07,2025-10-08,2025-10-09,1,38769.38,-0.835,-0.935,-1.71,0.45,0,thesis-break,1
CGPOWER,Infra / Capital Goods,2025-10-07,2025-10-08,2025-10-14,6,745.37,0.028,-0.072,-1.22,2.43,0,thesis-break,1
CUMMINSIND,Infra / Capital Goods,2025-10-07,2025-10-08,2025-10-15,7,3958.48,-0.077,-0.177,-1.92,1.81,0,time-stop,1
M&M,Auto,2025-10-07,2025-10-08,2025-10-09,1,3501.75,-1.73,-1.83,-2.26,0.23,0,thesis-break,1
SWIGGY,New-Age Platforms,2025-10-07,2025-10-08,2025-10-15,7,420.21,5.299,5.199,-0.88,5.54,1,time-stop,1
TATACOMM,Misc Large-Cap,2025-10-08,2025-10-09,2025-10-10,1,1677.84,10.237,10.137,-0.38,16.1,1,target2,2
ETERNAL,New-Age Platforms,2025-10-09,2025-10-10,2025-10-17,7,342.72,3.587,3.487,-2.62,7.51,1,stop-loss,2
LICI,Insurance,2025-10-09,2025-10-10,2025-10-16,6,447.72,-0.193,-0.293,-0.6,1.4,0,thesis-break,1
TATASTEEL,Metals / Mining,2025-10-09,2025-10-10,2025-10-13,3,176.09,-2.809,-2.909,-2.94,0.03,0,stop-loss,1
ADANIPORTS,Aviation / Logistics,2025-10-10,2025-10-13,2025-10-20,7,1401.5,5.13,5.03,-0.39,6.35,1,time-stop,2
MOTHERSON,Auto,2025-10-10,2025-10-13,2025-10-20,7,103.05,2.588,2.488,-0.99,5.34,1,time-stop,1
APOLLOHOSP,Pharma / Healthcare,2025-10-13,2025-10-14,2025-10-21,7,7852.42,2.044,1.944,-2.26,2.71,1,time-stop,2
BAJAJFINSV,NBFC / Financial Services,2025-10-13,2025-10-14,2025-10-21,7,2025.91,5.698,5.598,-0.95,7.8,1,target2,2
BLUESTARCO,Consumer Durables / Retail,2025-10-13,2025-10-14,2025-10-21,7,1912.76,2.575,2.475,-2.22,3.88,1,time-stop,1
CGPOWER,Infra / Capital Goods,2025-10-13,2025-10-14,2025-10-20,6,748.17,-2.337,-2.437,-3.18,2.72,0,stop-loss,1
CUMMINSIND,Infra / Capital Goods,2025-10-13,2025-10-14,2025-10-21,7,3958.98,1.008,0.908,-0.79,1.88,1,time-stop,1
M&M,Auto,2025-10-13,2025-10-14,2025-10-21,7,3471.63,4.185,4.085,-1.26,5.89,1,time-stop,2
NESTLEIND,FMCG / Consumer,2025-10-13,2025-10-14,2025-10-16,2,1190.7,5.962,5.862,-1.65,8.05,1,target2,2
SWIGGY,New-Age Platforms,2025-10-13,2025-10-14,2025-10-20,6,435.42,-3.153,-3.253,-4.44,5.63,0,thesis-break,1
BAJAJ-AUTO,Auto,2025-10-14,2025-10-15,2025-10-23,8,9111.05,-0.753,-0.853,-1.71,1.38,0,time-stop,1
MOTHERSON,Auto,2025-10-15,2025-10-16,2025-10-23,7,104.95,2.198,2.098,-1.07,4.48,1,time-stop,1
ASHOKLEY,Auto,2025-10-16,2025-10-17,2025-10-17,0,137.42,-2.377,-2.477,-2.34,0.2,0,stop-loss,1
JINDALSTEL,Metals / Mining,2025-10-16,2025-10-17,2025-10-20,3,1023.31,-1.78,-1.88,-2.41,0.37,0,thesis-break,1
SAIL,Metals / Mining,2025-10-16,2025-10-17,2025-10-20,3,131.45,-1.274,-1.374,-2.82,0.54,0,thesis-break,1
BOSCHLTD,Auto Ancillary,2025-10-17,2025-10-20,2025-10-27,7,38604.29,0.987,0.887,-0.53,2.37,1,time-stop,1
TORNTPHARM,Pharma / Healthcare,2025-10-17,2025-10-20,2025-10-27,7,3586.69,0.221,0.121,-0.73,2.76,1,time-stop,1
MOTHERSON,Auto,2025-10-20,2025-10-21,2025-10-28,7,106.66,0.25,0.15,-1.62,2.8,1,time-stop,1
ZYDUSLIFE,Pharma / Healthcare,2025-10-20,2025-10-21,2025-10-28,7,1002.85,-0.209,-0.309,-1.18,1.43,0,time-stop,1
ASHOKLEY,Auto,2025-10-21,2025-10-23,2025-10-30,7,137.07,2.768,2.668,-0.91,3.77,1,time-stop,2
COCHINSHIP,Defence / Aerospace,2025-10-21,2025-10-23,2025-10-30,7,1821.91,-2.212,-2.312,-2.3,2.31,0,time-stop,1
NMDC,Metals / Mining,2025-10-21,2025-10-23,2025-10-23,0,75.53,-1.797,-1.897,-3.51,0,0,stop-loss,1
LICI,Insurance,2025-10-23,2025-10-24,2025-10-31,7,451.58,-0.986,-1.086,-2.01,1.93,0,time-stop,1
BOSCHLTD,Auto Ancillary,2025-10-27,2025-10-28,2025-10-29,1,38874.43,-2.336,-2.436,-5.34,1.27,0,stop-loss,1
COCHINSHIP,Defence / Aerospace,2025-10-27,2025-10-28,2025-10-30,2,1830.21,-2.656,-2.756,-2.74,0.44,0,thesis-break,1
