subject,labelType,horizon,weighting,regime,meanIC,stdIC,icIR,tStat,neweyWestTStat,nDates
trend,fwd,1,EW,ALL,0.006768,0.143958,0.047017,1.593733,1.558661,1149
trend,fwd,3,EW,ALL,0.008827,0.148725,0.059354,2.010152,1.34647,1147
trend,fwd,5,EW,ALL,0.009733,0.146242,0.066552,2.251983,1.24676,1145
trend,fwd,10,EW,ALL,0.011604,0.137817,0.084201,2.84297,1.163073,1140
trend,fwd,21,EW,ALL,0.011803,0.137203,0.086029,2.890615,0.834962,1129
trend,fwd,63,EW,ALL,0.018217,0.134768,0.135174,4.456647,0.765476,1087
trend,fwd,1,EW,BULL,0.009859,0.134365,0.073372,1.756344,1.734936,573
trend,fwd,3,EW,BULL,0.017206,0.141406,0.121677,2.91264,1.999329,573
trend,fwd,5,EW,BULL,0.021932,0.135989,0.161277,3.860558,2.220994,573
trend,fwd,10,EW,BULL,0.027643,0.130788,0.21136,5.054998,2.003707,572
trend,fwd,21,EW,BULL,0.032962,0.138467,0.238047,5.693245,1.577952,572
trend,fwd,63,EW,BULL,0.03983,0.126307,0.315345,7.54196,1.453258,572
trend,fwd,1,EW,BEAR,-0.005958,0.1622,-0.036735,-0.359923,-0.323098,96
trend,fwd,3,EW,BEAR,-0.032104,0.175127,-0.183319,-1.796152,-1.332956,96
trend,fwd,5,EW,BEAR,-0.038833,0.167432,-0.231935,-2.272491,-1.552519,96
trend,fwd,10,EW,BEAR,-0.03425,0.13375,-0.256075,-2.509011,-1.262763,96
trend,fwd,21,EW,BEAR,-0.038969,0.13794,-0.282504,-2.767966,-1.681858,96
trend,fwd,63,EW,BEAR,-0.103739,0.141255,-0.734409,-7.044199,-3.188355,92
trend,fwd,1,EW,SIDEWAYS,0.011265,0.145743,0.077296,1.431537,1.425534,343
trend,fwd,3,EW,SIDEWAYS,0.017328,0.143254,0.120963,2.233732,1.582888,341
trend,fwd,5,EW,SIDEWAYS,0.018876,0.145919,0.12936,2.381766,1.386498,339
trend,fwd,10,EW,SIDEWAYS,0.008964,0.148301,0.060446,1.106342,0.553404,335
trend,fwd,21,EW,SIDEWAYS,-0.006247,0.133876,-0.046662,-0.839917,-0.346869,324
trend,fwd,63,EW,SIDEWAYS,0.016003,0.129205,0.123862,2.09469,0.550782,286
trend,fwd,1,EW,HIGH_VOL,-0.008697,0.164707,-0.052803,-0.606657,-0.608441,132
trend,fwd,3,EW,HIGH_VOL,-0.018106,0.167381,-0.108173,-1.242813,-0.876771,132
trend,fwd,5,EW,HIGH_VOL,-0.032303,0.161659,-0.199822,-2.295779,-1.479025,132
trend,fwd,10,EW,HIGH_VOL,-0.015644,0.131995,-0.118519,-1.361678,-0.826707,132
trend,fwd,21,EW,HIGH_VOL,0.001409,0.12196,0.011554,0.132742,0.048858,132
trend,fwd,63,EW,HIGH_VOL,0.016924,0.13196,0.128253,1.473515,0.560249,132
trend,xs,1,EW,ALL,0.00675,0.143987,0.046881,1.589115,1.554339,1149
trend,xs,3,EW,ALL,0.008826,0.148732,0.059339,2.00966,1.346218,1147
trend,xs,5,EW,ALL,0.009742,0.146244,0.066617,2.254181,1.248001,1145
trend,xs,10,EW,ALL,0.011621,0.137836,0.084311,2.846666,1.164651,1140
trend,xs,21,EW,ALL,0.011819,0.137205,0.086144,2.894478,0.836134,1129
trend,xs,63,EW,ALL,0.018205,0.134774,0.135079,4.453508,0.76482,1087
trend,xs,1,EW,BULL,0.009857,0.134409,0.073335,1.755455,1.734384,573
trend,xs,3,EW,BULL,0.017213,0.141418,0.121716,2.913572,2.000047,573
trend,xs,5,EW,BULL,0.021935,0.135987,0.161306,3.861241,2.221357,573
trend,xs,10,EW,BULL,0.027633,0.13079,0.211277,5.053005,2.003096,572
trend,xs,21,EW,BULL,0.03297,0.138467,0.238109,5.694744,1.57852,572
trend,xs,63,EW,BULL,0.039841,0.126314,0.315411,7.543527,1.453342,572
trend,xs,1,EW,BEAR,-0.005958,0.1622,-0.036735,-0.359923,-0.323098,96
trend,xs,3,EW,BEAR,-0.032104,0.175127,-0.183319,-1.796152,-1.332956,96
trend,xs,5,EW,BEAR,-0.038833,0.167432,-0.231935,-2.272491,-1.552519,96
trend,xs,10,EW,BEAR,-0.03425,0.13375,-0.256075,-2.509011,-1.262763,96
trend,xs,21,EW,BEAR,-0.038969,0.13794,-0.282504,-2.767966,-1.681858,96
trend,xs,63,EW,BEAR,-0.103739,0.141255,-0.734409,-7.044199,-3.188355,92
trend,xs,1,EW,SIDEWAYS,0.011207,0.145771,0.076881,1.423854,1.418058,343
trend,xs,3,EW,SIDEWAYS,0.017311,0.143258,0.120836,2.231389,1.581633,341
trend,xs,5,EW,SIDEWAYS,0.018903,0.145926,0.129535,2.385001,1.388527,339
trend,xs,10,EW,SIDEWAYS,0.009039,0.148361,0.060925,1.115103,0.557641,335
trend,xs,21,EW,SIDEWAYS,-0.006207,0.133885,-0.046359,-0.834462,-0.344738,324
trend,xs,63,EW,SIDEWAYS,0.015927,0.129208,0.123263,2.084571,0.548368,286
trend,xs,1,EW,HIGH_VOL,-0.008697,0.164707,-0.052803,-0.606657,-0.608441,132
trend,xs,3,EW,HIGH_VOL,-0.018106,0.167381,-0.108173,-1.242813,-0.876771,132
trend,xs,5,EW,HIGH_VOL,-0.032303,0.161659,-0.199822,-2.295779,-1.479025,132
trend,xs,10,EW,HIGH_VOL,-0.015644,0.131995,-0.118519,-1.361678,-0.826707,132
trend,xs,21,EW,HIGH_VOL,0.001409,0.12196,0.011554,0.132742,0.048858,132
trend,xs,63,EW,HIGH_VOL,0.016947,0.131968,0.128417,1.4754,0.560816,132
trend,resid,1,EW,ALL,-0.00104,0.096614,-0.010765,-0.364894,-0.365089,1149
trend,resid,3,EW,ALL,-0.001845,0.098928,-0.018648,-0.631558,-0.422772,1147
trend,resid,5,EW,ALL,-0.002172,0.097352,-0.022311,-0.75497,-0.416738,1145
trend,resid,10,EW,ALL,-0.002099,0.095203,-0.022049,-0.744455,-0.302043,1140
trend,resid,21,EW,ALL,0.000528,0.097323,0.005424,0.182257,0.050596,1129
trend,resid,63,EW,ALL,0.005232,0.097451,0.053687,1.770037,0.324489,1087
trend,resid,1,EW,BULL,0.00282,0.097466,0.028936,0.692646,0.699284,573
trend,resid,3,EW,BULL,0.00544,0.100497,0.054129,1.295704,0.888734,573
trend,resid,5,EW,BULL,0.007606,0.096655,0.078688,1.883582,1.069531,573
trend,resid,10,EW,BULL,0.007441,0.094383,0.078834,1.885427,0.756197,572
trend,resid,21,EW,BULL,0.004988,0.103634,0.048128,1.151066,0.309045,572
trend,resid,63,EW,BULL,0.015322,0.097355,0.157379,3.763953,0.798229,572
trend,resid,1,EW,BEAR,0.001375,0.094907,0.014488,0.141952,0.131627,96
trend,resid,3,EW,BEAR,-0.00976,0.106401,-0.091732,-0.898789,-0.639149,96
trend,resid,5,EW,BEAR,-0.014979,0.106257,-0.140971,-1.381228,-0.853776,96
trend,resid,10,EW,BEAR,-0.006125,0.104692,-0.058505,-0.573227,-0.269877,96
trend,resid,21,EW,BEAR,0.008552,0.102364,0.083546,0.818578,0.431071,96
trend,resid,63,EW,BEAR,-0.01612,0.114975,-0.140201,-1.344757,-0.577877,92
trend,resid,1,EW,SIDEWAYS,-0.001606,0.09412,-0.017068,-0.316097,-0.321487,343
trend,resid,3,EW,SIDEWAYS,0.000032,0.091266,0.000353,0.006527,0.00474,341
trend,resid,5,EW,SIDEWAYS,0.000381,0.090733,0.004194,0.077219,0.046933,339
trend,resid,10,EW,SIDEWAYS,-0.004881,0.093623,-0.052131,-0.954146,-0.446453,335
trend,resid,21,EW,SIDEWAYS,-0.005704,0.090971,-0.062698,-1.128571,-0.415644,324
trend,resid,63,EW,SIDEWAYS,-0.009091,0.103065,-0.088206,-1.491697,-0.334197,286
trend,resid,1,EW,HIGH_VOL,-0.016477,0.10015,-0.164525,-1.89025,-1.856608,132
trend,resid,3,EW,HIGH_VOL,-0.031455,0.102209,-0.307746,-3.535735,-2.453008,132
trend,resid,5,EW,HIGH_VOL,-0.041621,0.101094,-0.41171,-4.730184,-2.86739,132
trend,resid,10,EW,HIGH_VOL,-0.031682,0.089528,-0.353874,-4.065705,-2.389445,132
trend,resid,21,EW,HIGH_VOL,-0.009242,0.078283,-0.118064,-1.35645,-0.565785,132
trend,resid,63,EW,HIGH_VOL,0.009258,0.060523,0.152961,1.757384,0.819775,132
momentum,fwd,1,EW,ALL,-0.004178,0.142536,-0.029315,-0.99368,-0.968123,1149
momentum,fwd,3,EW,ALL,-0.006262,0.147365,-0.04249,-1.439027,-0.969127,1147
momentum,fwd,5,EW,ALL,-0.004281,0.147367,-0.029051,-0.983036,-0.551793,1145
momentum,fwd,10,EW,ALL,0.001955,0.138257,0.014142,0.477496,0.202666,1140
momentum,fwd,21,EW,ALL,0.004426,0.14014,0.031583,1.061209,0.323767,1129
momentum,fwd,63,EW,ALL,-0.002642,0.131282,-0.020126,-0.663535,-0.152606,1087
momentum,fwd,1,EW,BULL,-0.001799,0.132783,-0.013551,-0.324368,-0.320076,573
momentum,fwd,3,EW,BULL,0.001613,0.135478,0.011903,0.284921,0.196383,573
momentum,fwd,5,EW,BULL,0.009763,0.134437,0.072619,1.738312,0.987962,573
momentum,fwd,10,EW,BULL,0.021584,0.125104,0.172528,4.126277,1.734693,572
momentum,fwd,21,EW,BULL,0.035005,0.131617,0.265962,6.360893,1.928006,572
momentum,fwd,63,EW,BULL,0.026677,0.127787,0.208758,4.992762,1.014492,572
momentum,fwd,1,EW,BEAR,-0.013437,0.164431,-0.081721,-0.800702,-0.762509,96
momentum,fwd,3,EW,BEAR,-0.03901,0.173878,-0.224356,-2.198228,-1.762511,96
momentum,fwd,5,EW,BEAR,-0.048333,0.158348,-0.305235,-2.990676,-2.429394,96
momentum,fwd,10,EW,BEAR,-0.030302,0.13305,-0.227749,-2.231474,-1.283142,96
momentum,fwd,21,EW,BEAR,-0.019406,0.142749,-0.135946,-1.331997,-0.623555,96
momentum,fwd,63,EW,BEAR,-0.053728,0.128475,-0.418199,-4.011224,-2.918379,92
momentum,fwd,1,EW,SIDEWAYS,-0.001122,0.139549,-0.008043,-0.148966,-0.144356,343
momentum,fwd,3,EW,SIDEWAYS,0.001572,0.151924,0.010346,0.191056,0.139171,341
momentum,fwd,5,EW,SIDEWAYS,0.003038,0.154843,0.019622,0.361282,0.216721,339
momentum,fwd,10,EW,SIDEWAYS,-0.002275,0.152472,-0.014918,-0.273051,-0.141769,335
momentum,fwd,21,EW,SIDEWAYS,-0.028543,0.143557,-0.198828,-3.578906,-1.722918,324
momentum,fwd,63,EW,SIDEWAYS,-0.021157,0.120382,-0.175752,-2.972229,-1.281334,286
momentum,fwd,1,EW,HIGH_VOL,-0.018705,0.170464,-0.109728,-1.260673,-1.252047,132
momentum,fwd,3,EW,HIGH_VOL,-0.034318,0.160352,-0.214018,-2.458874,-1.847807,132
momentum,fwd,5,EW,HIGH_VOL,-0.051727,0.160276,-0.322738,-3.707978,-2.377459,132
momentum,fwd,10,EW,HIGH_VOL,-0.044303,0.142112,-0.311748,-3.581716,-1.962108,132
momentum,fwd,21,EW,HIGH_VOL,-0.026091,0.136555,-0.191066,-2.19518,-0.859252,132
momentum,fwd,63,EW,HIGH_VOL,-0.050159,0.136789,-0.366691,-4.212955,-2.167295,132
momentum,xs,1,EW,ALL,-0.0042,0.142546,-0.029465,-0.998787,-0.973187,1149
momentum,xs,3,EW,ALL,-0.006262,0.147366,-0.042496,-1.43922,-0.969293,1147
momentum,xs,5,EW,ALL,-0.004277,0.147363,-0.029023,-0.982063,-0.551222,1145
momentum,xs,10,EW,ALL,0.001979,0.138273,0.014312,0.483224,0.205082,1140
momentum,xs,21,EW,ALL,0.004443,0.140144,0.031702,1.065211,0.324982,1129
momentum,xs,63,EW,ALL,-0.002682,0.13129,-0.020426,-0.67343,-0.154866,1087
momentum,xs,1,EW,BULL,-0.001801,0.1328,-0.013562,-0.324641,-0.320384,573
momentum,xs,3,EW,BULL,0.001625,0.135479,0.011993,0.287078,0.197866,573
momentum,xs,5,EW,BULL,0.009761,0.134439,0.072605,1.737974,0.987785,573
momentum,xs,10,EW,BULL,0.021596,0.125105,0.172625,4.12858,1.735561,572
momentum,xs,21,EW,BULL,0.035019,0.131626,0.26605,6.362993,1.928669,572
momentum,xs,63,EW,BULL,0.026659,0.127799,0.208602,4.989033,1.013753,572
momentum,xs,1,EW,BEAR,-0.013437,0.164431,-0.081721,-0.800702,-0.762509,96
momentum,xs,3,EW,BEAR,-0.03901,0.173878,-0.224356,-2.198228,-1.762511,96
momentum,xs,5,EW,BEAR,-0.048333,0.158348,-0.305235,-2.990676,-2.429394,96
momentum,xs,10,EW,BEAR,-0.030302,0.13305,-0.227749,-2.231474,-1.283142,96
momentum,xs,21,EW,BEAR,-0.019406,0.142749,-0.135946,-1.331997,-0.623555,96
momentum,xs,63,EW,BEAR,-0.053728,0.128475,-0.418199,-4.011224,-2.918379,92
momentum,xs,1,EW,SIDEWAYS,-0.001192,0.139557,-0.008544,-0.158243,-0.153366,343
momentum,xs,3,EW,SIDEWAYS,0.001548,0.151925,0.010192,0.188203,0.137116,341
momentum,xs,5,EW,SIDEWAYS,0.003056,0.154824,0.019739,0.36343,0.217975,339
momentum,xs,10,EW,SIDEWAYS,-0.002215,0.152519,-0.014522,-0.265802,-0.137945,335
momentum,xs,21,EW,SIDEWAYS,-0.028509,0.14356,-0.198588,-3.574579,-1.720559,324
momentum,xs,63,EW,SIDEWAYS,-0.021269,0.120388,-0.176672,-2.987798,-1.288121,286
momentum,xs,1,EW,HIGH_VOL,-0.018705,0.170464,-0.109728,-1.260673,-1.252047,132
momentum,xs,3,EW,HIGH_VOL,-0.034318,0.160352,-0.214018,-2.458874,-1.847807,132
momentum,xs,5,EW,HIGH_VOL,-0.051727,0.160276,-0.322738,-3.707978,-2.377459,132
momentum,xs,10,EW,HIGH_VOL,-0.044303,0.142112,-0.311748,-3.581716,-1.962108,132
